date,year,home_team,away_team,home_team_clean,away_team_clean,tournament,home_matches_before,away_matches_before,matches_before_diff,home_win_rate_before,away_win_rate_before,win_rate_diff,home_draw_rate_before,away_draw_rate_before,draw_rate_diff,home_avg_goals_for_before,away_avg_goals_for_before,avg_goals_for_diff,home_avg_goals_against_before,away_avg_goals_against_before,avg_goals_against_diff,home_goal_diff_per_match_before,away_goal_diff_per_match_before,goal_diff_per_match_diff,is_neutral,is_world_cup,is_friendly,result,_row_id,home_fifa_ref_date,home_fifa_rank,home_fifa_total_points,away_fifa_ref_date,away_fifa_rank,away_fifa_total_points,home_ref_date,home_elo,away_ref_date,away_elo,fifa_rank_advantage,fifa_points_diff,elo_diff,is_qualifier,is_nations_league,is_continental_cup,rank_gap_abs,home_rank_strength,away_rank_strength,rank_strength_diff,home_is_top10,away_is_top10,top10_diff,home_is_top25,away_is_top25,top25_diff,attack_form_diff,form_score_diff
2021-03-28,2021,Dominica,Panama,dominica,panama,FIFA World Cup qualification,11,12,-1,0.2727272727272727,0.3333333333333333,-0.06060606060606061,0.09090909090909091,0.08333333333333333,0.007575757575757583,0.8181818181818182,0.8333333333333334,-0.015151515151515138,1.8181818181818181,1.5,0.3181818181818181,-1.0,-0.6666666666666666,-0.33333333333333337,1,1,0,0,2535,2018-06-07,177.0,86.07,2018-06-07,55.0,571.17,,,,,-122.0,-485.09999999999997,,1,0,0,122.0,0.005649717514124294,0.01818181818181818,-0.012532100667693887,0,0,0,0,0,0,-0.33333333333333326,-0.11515151515151517
2021-03-28,2021,Georgia,Spain,georgia,spain,FIFA World Cup qualification,12,12,0,0.25,0.4166666666666667,-0.16666666666666669,0.3333333333333333,0.5,-0.16666666666666669,0.9166666666666666,2.3333333333333335,-1.416666666666667,1.0833333333333333,0.5,0.5833333333333333,-0.16666666666666666,1.8333333333333333,-2.0,0,1,0,0,2536,2018-06-07,96.0,351.51,2018-06-07,10.0,1125.5,,,,,-86.0,-773.99,,1,0,0,86.0,0.010416666666666666,0.1,-0.08958333333333333,0,1,-1,0,1,-1,-2.0,-0.625
2021-03-28,2021,Austria,Faroe Islands,austria,faroe islands,FIFA World Cup qualification,12,12,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,-0.16666666666666666,1.5833333333333333,1.0,0.5833333333333333,0.9166666666666666,1.5833333333333333,-0.6666666666666666,0.6666666666666666,-0.5833333333333334,1.25,0,1,0,2,2537,2018-06-07,26.0,844.7,2018-06-07,90.0,375.91,,,,,64.0,468.79,,1,0,0,64.0,0.038461538461538464,0.011111111111111112,0.02735042735042735,0,0,0,0,0,0,1.25,0.4625
2021-03-28,2021,Switzerland,Lithuania,switzerland,lithuania,FIFA World Cup qualification,12,12,0,0.4166666666666667,0.4166666666666667,0.0,0.25,0.16666666666666666,0.08333333333333334,1.9166666666666667,1.0,0.9166666666666667,1.1666666666666667,1.75,-0.5833333333333333,0.75,-0.75,1.5,0,1,0,2,2538,2018-06-07,6.0,1198.72,2018-06-07,126.0,239.38,,,,,120.0,959.34,,1,0,0,120.0,0.16666666666666666,0.007936507936507936,0.15873015873015872,1,0,1,1,0,1,1.5,0.39166666666666666
2021-03-28,2021,Kazakhstan,France,kazakhstan,france,FIFA World Cup qualification,12,12,0,0.16666666666666666,0.6666666666666666,-0.5,0.16666666666666666,0.25,-0.08333333333333334,0.8333333333333334,2.0833333333333335,-1.25,1.5,0.9166666666666666,0.5833333333333334,-0.6666666666666666,1.1666666666666667,-1.8333333333333335,0,1,0,0,2539,2018-06-07,117.0,272.85,2018-06-07,7.0,1198.13,,,,,-110.0,-925.2800000000001,,1,0,0,110.0,0.008547008547008548,0.14285714285714285,-0.1343101343101343,0,1,-1,0,1,-1,-1.8333333333333335,-0.75
2021-03-28,2021,Ukraine,Finland,ukraine,finland,FIFA World Cup qualification,12,12,0,0.3333333333333333,0.5833333333333334,-0.25000000000000006,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.0,1.5833333333333333,-0.5833333333333333,2.1666666666666665,1.1666666666666667,0.9999999999999998,-1.1666666666666667,0.4166666666666667,-1.5833333333333335,0,1,0,1,2540,2018-06-07,35.0,732.77,2018-06-07,63.0,486.43,,,,,28.0,246.33999999999997,,1,0,0,28.0,0.02857142857142857,0.015873015873015872,0.012698412698412698,0,0,0,0,0,0,-1.583333333333333,-0.5166666666666667
2021-03-28,2021,Kosovo,Sweden,kosovo,sweden,FIFA World Cup qualification,12,12,0,0.16666666666666666,0.5,-0.33333333333333337,0.16666666666666666,0.0,0.16666666666666666,0.9166666666666666,1.0833333333333333,-0.16666666666666663,1.4166666666666667,1.3333333333333333,0.08333333333333348,-0.5,-0.25,-0.25,0,1,0,0,2541,2018-06-07,141.0,197.2,2018-06-07,24.0,879.9,,,,,-117.0,-682.7,,1,0,0,117.0,0.0070921985815602835,0.041666666666666664,-0.03457446808510638,0,0,0,0,1,-1,-0.2500000000000001,-0.21250000000000005
2021-03-28,2021,Denmark,Moldova,denmark,moldova,FIFA World Cup qualification,12,12,0,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.25,-0.08333333333333334,2.25,0.3333333333333333,1.9166666666666667,0.6666666666666666,1.9166666666666667,-1.25,1.5833333333333333,-1.5833333333333333,3.1666666666666665,0,1,0,2,2542,2018-06-07,12.0,1051.44,2018-06-07,175.0,87.81,,,,,163.0,963.6300000000001,,1,0,0,163.0,0.08333333333333333,0.005714285714285714,0.07761904761904762,0,0,0,1,0,1,3.166666666666667,1.1416666666666666
2021-03-28,2021,Cuba,Curaçao,cuba,curacao,FIFA World Cup qualification,12,12,0,0.16666666666666666,0.4166666666666667,-0.25,0.08333333333333333,0.25,-0.16666666666666669,0.5833333333333334,1.8333333333333333,-1.25,3.1666666666666665,0.6666666666666666,2.5,-2.5833333333333335,1.1666666666666667,-3.75,1,1,0,0,2543,2018-06-07,181.0,74.88,2018-06-07,81.0,408.27,,,,,-100.0,-333.39,,1,0,0,100.0,0.0055248618784530384,0.012345679012345678,-0.00682081713389264,0,0,0,0,0,0,-3.75,-1.1083333333333334
2021-03-28,2021,Puerto Rico,Trinidad and Tobago,puerto rico,trinidad and tobago,FIFA World Cup qualification,12,12,0,0.25,0.16666666666666666,0.08333333333333334,0.0,0.25,-0.25,0.5833333333333334,1.8333333333333333,-1.25,1.9166666666666667,2.0833333333333335,-0.16666666666666674,-1.3333333333333333,-0.25,-1.0833333333333333,0,1,0,1,2544,2018-06-07,173.0,88.59,2018-06-07,91.0,369.54,,,,,-82.0,-280.95000000000005,,1,0,0,82.0,0.005780346820809248,0.01098901098901099,-0.005208664168201742,0,0,0,0,0,0,-1.0833333333333333,-0.27499999999999997
2021-03-28,2021,Bulgaria,Italy,bulgaria,italy,FIFA World Cup qualification,12,12,0,0.16666666666666666,0.75,-0.5833333333333334,0.16666666666666666,0.25,-0.08333333333333334,0.6666666666666666,3.0,-2.3333333333333335,1.6666666666666667,0.25,1.4166666666666667,-1.0,2.75,-3.75,0,1,0,0,2545,2018-06-07,49.0,614.39,2018-06-07,19.0,951.25,,,,,-30.0,-336.86,,1,0,0,30.0,0.02040816326530612,0.05263157894736842,-0.0322234156820623,0,0,0,0,1,-1,-3.75,-1.275
2021-03-28,2021,Namibia,Guinea,namibia,guinea,African Cup of Nations qualification,12,12,0,0.3333333333333333,0.4166666666666667,-0.08333333333333337,0.08333333333333333,0.25,-0.16666666666666669,1.0,1.25,-0.25,1.3333333333333333,1.1666666666666667,0.16666666666666652,-0.3333333333333333,0.08333333333333333,-0.41666666666666663,0,0,0,2,2546,2018-06-07,116.0,277.06,2018-06-07,68.0,462.98,,,,,-48.0,-185.92000000000002,,1,0,1,48.0,0.008620689655172414,0.014705882352941176,-0.006085192697768763,0,0,0,0,0,0,-0.4166666666666665,-0.18333333333333335
2021-03-28,2021,Poland,Andorra,poland,andorra,FIFA World Cup qualification,12,12,0,0.5833333333333334,0.0,0.5833333333333334,0.16666666666666666,0.25,-0.08333333333333334,1.9166666666666667,0.3333333333333333,1.5833333333333335,1.0833333333333333,2.25,-1.1666666666666667,0.8333333333333334,-1.9166666666666667,2.75,0,1,0,2,2547,2018-06-07,8.0,1182.61,2018-06-07,130.0,228.81,,,,,122.0,953.8,,1,0,0,122.0,0.125,0.007692307692307693,0.11730769230769231,1,0,1,1,0,1,2.75,0.9916666666666667
2021-03-28,2021,San Marino,Hungary,san marino,hungary,FIFA World Cup qualification,12,12,0,0.0,0.5,-0.5,0.16666666666666666,0.25,-0.08333333333333334,0.08333333333333333,1.4166666666666667,-1.3333333333333335,3.5,1.0833333333333333,2.416666666666667,-3.4166666666666665,0.3333333333333333,-3.75,0,1,0,0,2548,2018-06-07,203.0,7.92,2018-06-07,51.0,611.82,,,,,-152.0,-603.9000000000001,,1,0,0,152.0,0.0049261083743842365,0.0196078431372549,-0.014681734762870664,0,0,0,0,0,0,-3.7500000000000004,-1.2291666666666667
2021-03-28,2021,Armenia,Iceland,armenia,iceland,FIFA World Cup qualification,12,12,0,0.4166666666666667,0.3333333333333333,0.08333333333333337,0.25,0.0,0.25,1.3333333333333333,0.8333333333333334,0.4999999999999999,1.8333333333333333,2.0,-0.16666666666666674,-0.5,-1.1666666666666667,0.6666666666666667,0,1,0,2,2549,2018-06-07,100.0,338.21,2018-06-07,22.0,908.01,,,,,-78.0,-569.8,,1,0,0,78.0,0.01,0.045454545454545456,-0.035454545454545454,0,0,0,0,1,-1,0.6666666666666666,0.26250000000000007
2021-03-28,2021,Romania,Germany,romania,germany,FIFA World Cup qualification,12,12,0,0.3333333333333333,0.5833333333333334,-0.25000000000000006,0.25,0.3333333333333333,-0.08333333333333331,1.5,2.5,-1.0,2.0,1.4166666666666667,0.5833333333333333,-0.5,1.0833333333333333,-1.5833333333333333,0,1,0,0,2550,2018-06-07,30.0,781.66,2018-06-07,1.0,1558.49,,,,,-29.0,-776.83,,1,0,0,29.0,0.03333333333333333,1.0,-0.9666666666666667,0,1,-1,0,1,-1,-1.5833333333333333,-0.55
2021-03-28,2021,Tunisia,Equatorial Guinea,tunisia,equatorial guinea,African Cup of Nations qualification,12,12,0,0.5,0.4166666666666667,0.08333333333333331,0.25,0.25,0.0,1.5,1.3333333333333333,0.16666666666666674,0.75,1.0833333333333333,-0.33333333333333326,0.75,0.25,0.5,0,0,0,2,2551,2018-06-07,21.0,909.91,2018-06-07,143.0,189.97,,,,,122.0,719.9399999999999,,1,0,1,122.0,0.047619047619047616,0.006993006993006993,0.040626040626040624,0,0,0,1,0,1,0.5,0.17083333333333334
2021-03-28,2021,Sudan,South Africa,sudan,south africa,African Cup of Nations qualification,12,12,0,0.4166666666666667,0.5,-0.08333333333333331,0.25,0.16666666666666666,0.08333333333333334,1.4166666666666667,1.25,0.16666666666666674,1.25,1.0,0.25,0.16666666666666666,0.25,-0.08333333333333334,0,0,0,2,2554,2018-06-07,128.0,232.17,2018-06-07,74.0,427.68,,,,,-54.0,-195.51000000000002,,1,0,1,54.0,0.0078125,0.013513513513513514,-0.005701013513513514,0,0,0,0,0,0,-0.08333333333333326,-0.049999999999999996
2021-03-28,2021,Tanzania,Libya,tanzania,libya,African Cup of Nations qualification,12,12,0,0.08333333333333333,0.25,-0.16666666666666669,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.75,1.75,-1.0,1.4166666666666667,1.8333333333333333,-0.4166666666666665,-0.6666666666666666,-0.08333333333333333,-0.5833333333333333,0,0,0,2,2555,2018-06-07,140.0,200.32,2018-06-07,101.0,335.87,,,,,-39.0,-135.55,,1,0,1,39.0,0.007142857142857143,0.009900990099009901,-0.0027581329561527585,0,0,0,0,0,0,-0.5833333333333335,-0.20416666666666666
2021-03-28,2021,Albania,England,albania,england,FIFA World Cup qualification,12,12,0,0.5,0.75,-0.25,0.25,0.08333333333333333,0.16666666666666669,1.4166666666666667,2.9166666666666665,-1.4999999999999998,0.8333333333333334,0.3333333333333333,0.5,0.5833333333333334,2.5833333333333335,-2.0,0,1,0,0,2556,2018-06-07,58.0,537.79,2018-06-07,12.0,1050.84,,,2021-03-28,2050.0,-46.0,-513.05,,1,0,0,46.0,0.017241379310344827,0.08333333333333333,-0.06609195402298851,0,0,0,0,1,-1,-1.9999999999999998,-0.6041666666666666
2021-03-28,2021,Mali,Chad,mali,chad,African Cup of Nations qualification,12,10,2,0.5,0.1,0.4,0.25,0.2,0.04999999999999999,1.5,0.4,1.1,0.8333333333333334,1.5,-0.6666666666666666,0.6666666666666666,-1.1,1.7666666666666666,0,0,0,2,2557,2018-06-07,64.0,483.7,2018-06-07,175.0,87.98,,,,,111.0,395.71999999999997,,1,0,1,111.0,0.015625,0.005714285714285714,0.009910714285714287,0,0,0,0,0,0,1.7666666666666666,0.6716666666666666
2021-03-28,2021,Israel,Scotland,israel,scotland,FIFA World Cup qualification,12,12,0,0.25,0.5,-0.25,0.25,0.3333333333333333,-0.08333333333333331,1.0,1.5833333333333333,-0.5833333333333333,1.3333333333333333,0.75,0.5833333333333333,-0.3333333333333333,0.8333333333333334,-1.1666666666666667,0,1,0,1,2558,2018-06-07,93.0,361.87,2018-06-07,42.0,659.61,,,2021-03-28,1991.0,-51.0,-297.74,,1,0,0,51.0,0.010752688172043012,0.023809523809523808,-0.013056835637480797,0,0,0,0,0,0,-1.1666666666666665,-0.44583333333333336
2021-03-29,2021,Malawi,Uganda,malawi,uganda,African Cup of Nations qualification,12,12,0,0.25,0.4166666666666667,-0.16666666666666669,0.4166666666666667,0.3333333333333333,0.08333333333333337,0.4166666666666667,0.75,-0.3333333333333333,0.9166666666666666,0.5,0.41666666666666663,-0.5,0.25,-0.75,0,0,0,2,2559,2018-06-07,123.0,247.19,2018-06-07,82.0,402.91,,,,,-41.0,-155.72000000000003,,1,0,1,41.0,0.008130081300813009,0.012195121951219513,-0.004065040650406504,0,0,0,0,0,0,-0.75,-0.2625
2021-03-29,2021,Cayman Islands,Canada,cayman islands,canada,FIFA World Cup qualification,11,12,-1,0.36363636363636365,0.6666666666666666,-0.303030303030303,0.09090909090909091,0.0,0.09090909090909091,0.7272727272727273,3.0833333333333335,-2.3560606060606064,1.8181818181818181,1.1666666666666667,0.6515151515151514,-1.0909090909090908,1.9166666666666667,-3.007575757575758,1,1,0,0,2560,2018-06-07,202.0,8.5,2018-06-07,79.0,410.93,,,,,-123.0,-402.43,,1,0,0,123.0,0.0049504950495049506,0.012658227848101266,-0.007707732798596315,0,0,0,0,0,0,-3.007575757575758,-0.9003787878787879
2021-03-29,2021,Ecuador,Bolivia,ecuador,bolivia,Friendly,12,12,0,0.5,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.0,1.9166666666666667,1.0,0.9166666666666667,1.6666666666666667,2.75,-1.0833333333333333,0.25,-1.75,2.0,0,0,1,2,2561,2018-06-07,60.0,523.85,2018-06-07,59.0,536.08,,,,,-1.0,-12.230000000000018,,0,0,0,1.0,0.016666666666666666,0.01694915254237288,-0.00028248587570621486,0,0,0,0,0,0,2.0,0.7291666666666667
2021-03-29,2021,Kuwait,Lebanon,kuwait,lebanon,Friendly,12,12,0,0.3333333333333333,0.25,0.08333333333333331,0.16666666666666666,0.25,-0.08333333333333334,2.0833333333333335,0.75,1.3333333333333335,1.25,1.0,0.25,0.8333333333333334,-0.25,1.0833333333333335,1,0,1,1,2562,2018-06-07,159.0,128.48,2018-06-07,79.0,411.49,,,,,-80.0,-283.01,,0,0,0,80.0,0.006289308176100629,0.012658227848101266,-0.006368919672000636,0,0,0,0,0,0,1.0833333333333335,0.30000000000000004
2021-03-29,2021,Nepal,Bangladesh,nepal,bangladesh,Friendly,12,12,0,0.08333333333333333,0.3333333333333333,-0.25,0.3333333333333333,0.3333333333333333,0.0,0.25,0.9166666666666666,-0.6666666666666666,1.8333333333333333,1.1666666666666667,0.6666666666666665,-1.5833333333333333,-0.25,-1.3333333333333333,0,0,1,2,2563,2018-06-07,161.0,118.47,2018-06-07,194.0,34.76,,,,,33.0,83.71000000000001,,0,0,0,33.0,0.006211180124223602,0.005154639175257732,0.0010565409489658702,0,0,0,0,0,0,-1.333333333333333,-0.4708333333333333
2021-03-29,2021,Uzbekistan,Iraq,uzbekistan,iraq,Friendly,12,12,0,0.5,0.5833333333333334,-0.08333333333333337,0.08333333333333333,0.4166666666666667,-0.33333333333333337,1.75,1.5,0.25,1.0833333333333333,0.5,0.5833333333333333,0.6666666666666666,1.0,-0.33333333333333337,0,0,1,0,2564,2018-06-07,95.0,353.91,2018-06-07,89.0,376.7,,,,,-6.0,-22.789999999999964,,0,0,0,6.0,0.010526315789473684,0.011235955056179775,-0.000709639266706091,0,0,0,0,0,0,-0.33333333333333326,-0.1958333333333334
2021-03-29,2021,Burkina Faso,South Sudan,burkina faso,south sudan,African Cup of Nations qualification,12,12,0,0.5,0.25,0.25,0.4166666666666667,0.16666666666666666,0.25,1.0833333333333333,0.5,0.5833333333333333,0.4166666666666667,1.0,-0.5833333333333333,0.6666666666666666,-0.5,1.1666666666666665,0,0,0,2,2565,2018-06-07,52.0,604.15,2018-06-07,156.0,131.82,,,,,104.0,472.33,,1,0,1,104.0,0.019230769230769232,0.00641025641025641,0.012820512820512822,0,0,0,0,0,0,1.1666666666666665,0.47916666666666663
2021-03-29,2021,Togo,Kenya,togo,kenya,African Cup of Nations qualification,12,12,0,0.08333333333333333,0.3333333333333333,-0.25,0.4166666666666667,0.4166666666666667,0.0,0.8333333333333334,1.1666666666666667,-0.33333333333333337,1.4166666666666667,1.25,0.16666666666666674,-0.5833333333333334,-0.08333333333333333,-0.5,0,0,0,0,2566,2018-06-07,125.0,241.13,2018-06-07,112.0,290.83,,,,,-13.0,-49.69999999999999,,1,0,1,13.0,0.008,0.008928571428571428,-0.0009285714285714279,0,0,0,0,0,0,-0.5000000000000001,-0.2625
2021-03-29,2021,Egypt,Comoros,egypt,comoros,African Cup of Nations qualification,12,12,0,0.6666666666666666,0.4166666666666667,0.24999999999999994,0.25,0.3333333333333333,-0.08333333333333331,1.3333333333333333,0.9166666666666666,0.41666666666666663,0.4166666666666667,0.8333333333333334,-0.4166666666666667,0.9166666666666666,0.08333333333333333,0.8333333333333333,0,0,0,2,2567,2018-06-07,45.0,649.43,2018-06-07,149.0,171.66,,,,,104.0,477.77,,1,0,1,104.0,0.022222222222222223,0.006711409395973154,0.015510812826249068,0,0,0,0,0,0,0.8333333333333333,0.3291666666666666
2021-03-29,2021,Algeria,Botswana,algeria,botswana,African Cup of Nations qualification,12,12,0,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0,2.0833333333333335,0.5,1.5833333333333335,0.8333333333333334,0.8333333333333334,0.0,1.25,-0.3333333333333333,1.5833333333333333,0,0,0,2,2568,2018-06-07,66.0,473.83,2018-06-07,139.0,204.52,,,,,73.0,269.30999999999995,,1,0,1,73.0,0.015151515151515152,0.007194244604316547,0.007957270547198605,0,0,0,0,0,0,1.5833333333333335,0.6708333333333334
2021-03-29,2021,Zimbabwe,Zambia,zimbabwe,zambia,African Cup of Nations qualification,12,12,0,0.25,0.3333333333333333,-0.08333333333333331,0.4166666666666667,0.25,0.16666666666666669,0.9166666666666666,1.3333333333333333,-0.41666666666666663,1.25,1.8333333333333333,-0.5833333333333333,-0.3333333333333333,-0.5,0.16666666666666669,0,0,0,0,2569,2018-06-07,118.0,264.59,2018-06-07,76.0,420.31,,,,,-42.0,-155.72000000000003,,1,0,1,42.0,0.00847457627118644,0.013157894736842105,-0.004683318465655664,0,0,0,0,0,0,0.16666666666666663,0.02916666666666668
2021-03-29,2021,DR Congo,Gambia,dr congo,gambia,African Cup of Nations qualification,12,12,0,0.16666666666666666,0.4166666666666667,-0.25,0.5,0.3333333333333333,0.16666666666666669,1.1666666666666667,1.25,-0.08333333333333326,1.5,1.0,0.5,-0.3333333333333333,0.25,-0.5833333333333333,0,0,0,2,2570,2018-06-07,38.0,705.87,2018-06-07,172.0,91.94,,,,,134.0,613.9300000000001,,1,0,1,134.0,0.02631578947368421,0.005813953488372093,0.020501835985312116,0,0,0,0,0,0,-0.5833333333333333,-0.25
2021-03-29,2021,United Arab Emirates,India,united arab emirates,india,Friendly,12,12,0,0.4166666666666667,0.08333333333333333,0.33333333333333337,0.08333333333333333,0.4166666666666667,-0.33333333333333337,1.9166666666666667,1.0833333333333333,0.8333333333333335,1.5,1.6666666666666667,-0.16666666666666674,0.4166666666666667,-0.5833333333333334,1.0,0,0,1,2,2571,2018-06-07,77.0,417.66,2018-06-07,97.0,349.92,,,,,20.0,67.74000000000001,,0,0,0,20.0,0.012987012987012988,0.010309278350515464,0.002677734636497524,0,0,0,0,0,0,1.0000000000000002,0.3666666666666667
2021-03-29,2021,Angola,Gabon,angola,gabon,African Cup of Nations qualification,12,12,0,0.3333333333333333,0.5833333333333334,-0.25000000000000006,0.25,0.16666666666666666,0.08333333333333334,0.9166666666666666,1.4166666666666667,-0.5000000000000001,0.8333333333333334,0.8333333333333334,0.0,0.08333333333333333,0.5833333333333334,-0.5,0,0,0,2,2572,2018-06-07,137.0,209.08,2018-06-07,85.0,389.96,,,,,-52.0,-180.87999999999997,,1,0,1,52.0,0.0072992700729927005,0.011764705882352941,-0.0044654358093602405,0,0,0,0,0,0,-0.5000000000000001,-0.24583333333333338
2021-03-30,2021,Bahrain,Jordan,bahrain,jordan,Friendly,12,12,0,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.0,1.5,1.0,0.5,0.75,0.3333333333333333,0.4166666666666667,0.75,0.6666666666666666,0.08333333333333337,0,0,1,0,2573,2018-06-07,113.0,289.25,2018-06-07,110.0,296.18,,,,,-3.0,-6.930000000000007,,0,0,0,3.0,0.008849557522123894,0.00909090909090909,-0.00024135156878519679,0,0,0,0,0,0,0.08333333333333331,0.11250000000000003
2021-03-30,2021,Costa Rica,Mexico,costa rica,mexico,Friendly,12,12,0,0.08333333333333333,0.75,-0.6666666666666666,0.5,0.08333333333333333,0.4166666666666667,0.6666666666666666,2.1666666666666665,-1.5,1.0,1.0,0.0,-0.3333333333333333,1.1666666666666667,-1.5,1,0,1,0,2574,2018-06-07,23.0,884.04,2018-06-07,15.0,989.44,,,,,-8.0,-105.40000000000009,,0,0,0,8.0,0.043478260869565216,0.06666666666666667,-0.02318840579710145,0,0,0,1,1,0,-1.5,-0.6583333333333333
2021-03-30,2021,Republic of Ireland,Qatar,republic of ireland,qatar,Friendly,12,12,0,0.08333333333333333,0.5833333333333334,-0.5,0.4166666666666667,0.08333333333333333,0.33333333333333337,0.5833333333333334,2.0833333333333335,-1.5,1.0833333333333333,1.1666666666666667,-0.08333333333333348,-0.5,0.9166666666666666,-1.4166666666666665,1,0,1,1,2575,2018-06-07,31.0,777.11,2018-06-07,98.0,347.59,,,,,67.0,429.52000000000004,,0,0,0,67.0,0.03225806451612903,0.01020408163265306,0.022053982883475973,0,0,0,0,0,0,-1.4166666666666665,-0.5625
2021-03-30,2021,Iran,Syria,iran,syria,Friendly,12,12,0,0.5833333333333334,0.5,0.08333333333333337,0.16666666666666666,0.16666666666666666,0.0,2.6666666666666665,1.75,0.9166666666666665,0.6666666666666666,1.25,-0.5833333333333334,2.0,0.5,1.5,0,0,1,2,2578,2018-06-07,37.0,708.35,2018-06-07,73.0,439.65,,,,,36.0,268.70000000000005,,0,0,0,36.0,0.02702702702702703,0.0136986301369863,0.013328396890040728,0,0,0,0,0,0,1.5,0.42083333333333334
2021-03-30,2021,Luxembourg,Portugal,luxembourg,portugal,FIFA World Cup qualification,12,12,0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.08333333333333333,0.25,-0.16666666666666669,0.9166666666666666,2.5,-1.5833333333333335,1.3333333333333333,0.5,0.8333333333333333,-0.4166666666666667,2.0,-2.4166666666666665,0,1,0,0,2579,2018-06-07,85.0,389.95,2018-06-07,4.0,1273.69,,,,,-81.0,-883.74,,1,0,0,81.0,0.011764705882352941,0.25,-0.23823529411764705,0,1,-1,0,1,-1,-2.416666666666667,-0.8208333333333333
2021-03-30,2021,Guyana,Bahamas,guyana,bahamas,FIFA World Cup qualification,12,10,2,0.3333333333333333,0.4,-0.06666666666666671,0.16666666666666666,0.2,-0.033333333333333354,1.4166666666666667,1.7,-0.2833333333333332,2.0,2.2,-0.20000000000000018,-0.5833333333333334,-0.5,-0.08333333333333337,1,1,0,2,2580,2018-06-07,182.0,73.41,2018-06-07,206.0,0.0,,,,,24.0,73.41,,1,0,0,24.0,0.005494505494505495,0.0048543689320388345,0.0006401365624666604,0,0,0,0,0,0,-0.08333333333333304,-0.0641666666666667
2021-03-30,2021,Azerbaijan,Serbia,azerbaijan,serbia,FIFA World Cup qualification,12,12,0,0.08333333333333333,0.25,-0.16666666666666669,0.3333333333333333,0.5833333333333334,-0.25000000000000006,0.25,1.4166666666666667,-1.1666666666666667,1.0,1.0833333333333333,-0.08333333333333326,-0.75,0.3333333333333333,-1.0833333333333333,0,1,0,0,2581,2018-06-07,105.0,321.48,2018-06-07,34.0,750.75,,,,,-71.0,-429.27,,1,0,0,71.0,0.009523809523809525,0.029411764705882353,-0.019887955182072828,0,0,0,0,0,0,-1.0833333333333335,-0.41250000000000003
2021-03-30,2021,Wales,Czech Republic,wales,czechia,FIFA World Cup qualification,12,12,0,0.6666666666666666,0.5833333333333334,0.08333333333333326,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.0833333333333333,1.6666666666666667,-0.5833333333333335,0.5833333333333334,1.0,-0.41666666666666663,0.5,0.6666666666666666,-0.16666666666666663,0,1,0,2,2582,2018-06-07,18.0,953.46,2018-06-07,46.0,640.7,2021-03-30,1439.0,,,28.0,312.76,,1,0,0,28.0,0.05555555555555555,0.021739130434782608,0.033816425120772944,0,0,0,1,0,1,-0.16666666666666685,0.0208333333333333
2021-03-30,2021,Belgium,Belarus,belgium,belarus,FIFA World Cup qualification,12,12,0,0.75,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.0,2.75,1.5,1.25,1.0,1.9166666666666667,-0.9166666666666667,1.75,-0.4166666666666667,2.1666666666666665,0,1,0,2,2583,2018-06-07,3.0,1298.32,2018-06-07,78.0,417.42,,,,,75.0,880.8999999999999,,1,0,0,75.0,0.3333333333333333,0.01282051282051282,0.3205128205128205,1,0,1,1,0,1,2.166666666666667,0.7708333333333333
2021-03-30,2021,Barbados,Anguilla,barbados,anguilla,FIFA World Cup qualification,12,12,0,0.5,0.0,0.5,0.0,0.16666666666666666,-0.16666666666666666,1.8333333333333333,0.4166666666666667,1.4166666666666665,1.1666666666666667,5.0,-3.833333333333333,0.6666666666666666,-4.583333333333333,5.25,1,1,0,2,2584,2018-06-07,160.0,127.07,2018-06-07,206.0,0.0,,,,,46.0,127.07,,1,0,0,46.0,0.00625,0.0048543689320388345,0.0013956310679611658,0,0,0,0,0,0,5.25,1.5541666666666667
2021-03-30,2021,Montenegro,Norway,montenegro,norway,FIFA World Cup qualification,12,12,0,0.5833333333333334,0.5,0.08333333333333337,0.25,0.16666666666666666,0.08333333333333334,1.5833333333333333,1.9166666666666667,-0.3333333333333335,1.0,1.1666666666666667,-0.16666666666666674,0.5833333333333334,0.75,-0.16666666666666663,0,1,0,0,2585,2018-06-07,43.0,651.58,2018-06-07,53.0,595.99,,,,,10.0,55.59000000000003,,1,0,0,10.0,0.023255813953488372,0.018867924528301886,0.004387889425186486,0,0,0,0,0,0,-0.16666666666666674,0.02083333333333337
